type,total_price,carat,price_per_carat,color,shape,length,width,height,clarity,cut,color_intensity,origin,treatment,cut_quality
Blue Sapphire,16184,2.72,5950,Blue,Round,7.88,7.79,5.51,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,16218,4.24,3825,Blue,Round,9.2,9.11,5.96,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,Heated,Good
Blue Sapphire,16228,4.44,3655,Color Change,Pear,13.65,8.2,4.86,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Ruby,16235,1.91,8500,Red,Cushion,7.06,6.04,4.36,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Blue Sapphire,16263,3.61,4505,Blue,Oval,10.22,8.2,4.76,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,16266,4.16,3910,Blue,Cushion,9.97,8.32,5.64,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Ruby,16279,2.55,7425,Pinkish Red,Oval,9.02,7.2,4.89,Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Good
Blue Sapphire,16300,4.08,3995,Blue,Cushion,10,8.36,5.27,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Ruby,16320,1.2,13600,Red,Cushion,6.89,5.65,2.79,Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),No Enhancement,Excellent
Ruby,16320,2.56,6375,Red,Oval,9.4,6.54,4.31,Eye Clean,Mixed Brilliant,Vivid,Thailand (Siam),Heated,Fair
Ruby,16354,1.48,11050,Red,Round,7.21,7.12,3.66,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Very Good
Blue Sapphire,16361,4.01,4080,Blue,Cushion,8.76,8.08,5.89,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,16374,3.01,5440,Blue,Cushion,8.99,7.24,4.61,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,16385,5.21,3145,Blue,Cushion,9.88,8.63,6.83,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Ruby,16402,2.01,8160,Red,Emerald Cut,7.71,5.71,3.95,Eye Clean,Emerald Cut,Vivid,Mozambique,No Enhancement,Fair
Ruby,16422,2.76,5950,Pinkish Red,Round,8.13,8.07,4.43,Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Ruby,16422,2.8,5865,Red,Pear,10.7,7.12,4.67,Eye Clean,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Fair
Blue Sapphire,16483,3.03,5440,Blue,Cushion,8.34,7.18,5.08,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,16483,4.04,4080,Blue,Emerald Cut,10.53,6.21,5.31,Very Slightly Included,Emerald Cut,Vivid,Ceylon (Sri Lanka),Heated,Good
Padparadscha Sapphire,16483,3.03,5440,Padparadscha (Pinkish-Orange / Orangish-Pink),Round,8.53,8.48,5.19,Eye Clean,Mixed Brilliant,Vivid,Madagascar,No Enhancement,Very Good
Blue Sapphire,16500,4,4125,Blue,Pear,11.71,8.13,5.08,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,16500,5,3300,Blue,Heart,11.15,10.33,5.83,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Purple Sapphire,16501,5.45,3028,Purple,Cushion,9.27,8.4,7.56,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Padparadscha Sapphire,16502,3.95,4178,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,10.67,8.69,5.02,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Ruby,16502,3.38,4882,Red,Oval,10.6,7.62,4.63,Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Blue Sapphire,16505,6.62,2493,Blue,Oval,11.99,9.29,7.24,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Padparadscha Sapphire,16513,4.17,3960,Padparadscha (Pinkish-Orange / Orangish-Pink),Pear,12.36,8.11,5.22,Eye Clean,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,16533,10.02,1650,Yellow,Asscher - Octagon,12.12,12.11,6.7,Very Slightly Included,Asscher,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Padparadscha Sapphire,16538,3.04,5440,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,10.28,6.85,4.56,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Good
Blue Sapphire,16541,6.99,2300,Greyish Blue,Round,10.17,10.03,8.45,Very Slightly Included,Mixed Brilliant,Intense,Montana,No Enhancement,Fair
Blue Sapphire,16541,4.01,4125,Blue,Pear,11.28,7.52,5.73,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Ruby,16565,2.03,8160,Red,Emerald Cut,9.21,5.84,3.17,Very Slightly Included,Emerald Cut,Vivid,Mozambique,Heated,Fair
White Sapphire,16566,10.04,1650,White,Emerald Cut,11.95,9.93,8.04,Eye Clean,Emerald Cut,Colorless,Ceylon (Sri Lanka),Heated,Good
Ruby,16575,2.22,7466,Red,Pear,12.9,5.69,3.74,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,No Enhancement,Fair
Ruby,16575,1.95,8500,Red,Round,7.16,7.07,4.55,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Good
Yellow Sapphire,16583,8.04,2063,Yellow,Emerald Cut,12.82,9.26,6.82,Eye Clean,Emerald Cut,Vivid,Ceylon (Sri Lanka),Heated,Good
Padparadscha Sapphire,16616,2.65,6270,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,8.72,6.66,4.97,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Very Good
Yellow Sapphire,16618,11.5,1445,Yellow,Cushion,12.51,11.1,8.58,Very Slightly Included,Modified Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,16632,5.04,3300,Blue,Cushion,8.98,8.71,7.19,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,16632,3.36,4950,Pink,Cushion,8.64,8.4,5.25,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,16644,8.07,2062,Blue,Oval,12.82,9.57,7.23,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,16646,4.08,4080,Blue,Cushion,8.17,7.2,6.04,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,16646,3.06,5440,Pink,Cushion,8.94,7.74,4.64,Eye Clean,Mixed Brilliant,Intense,Madagascar,No Enhancement,Excellent
Blue Sapphire,16665,4.04,4125,Blue,Pear,11.71,7.74,5.98,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Ruby,16675,1.63,10230,Red,Cushion,7.05,6.78,3.98,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Very Good
Blue Sapphire,16682,3.37,4950,Blue,Cushion,10.42,7.37,4.21,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,16682,3.37,4950,Blue,Oval,10.01,7.79,5.2,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Pink Sapphire,16686,5.86,2847,Pink,Cushion,9.96,9.14,6.99,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,16699,5.17,3230,Blue,Asscher - Octagon,9.62,9.45,6.19,Very Slightly Included,Asscher,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,16699,4.18,3995,Blue,Round,8.84,8.63,6.75,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Purple Sapphire,16699,5.17,3230,Purple,Heart,10.18,11.51,5.86,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Ruby,16706,2.25,7425,Red,Oval,9.75,7.47,3.09,Eye Clean,Mixed Brilliant,Intense,Mozambique,No Enhancement,Good
Blue Sapphire,16708,7.02,2380,Blue,Emerald Cut,13.01,9.51,6.1,Eye Clean,Emerald Cut,Light,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,16713,3.39,4930,Blue,Pear,11.97,8.46,5.49,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Padparadscha Sapphire,16741,3.03,5525,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,10.54,7.35,4.34,Eye Clean,Mixed Brilliant,Vivid,Madagascar,Heated,Very Good
Pink Sapphire,16745,3.94,4250,Pink,Oval,10.45,7.89,5.55,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Good
Blue Sapphire,16748,4.06,4125,Blue,Oval,10.84,8.37,5.84,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Good
Pink Sapphire,16748,4.06,4125,Pink,Cushion,9.2,8.43,5.45,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,16751,4.23,3960,Blue,Oval,9.94,8.28,6.21,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Ruby,16754,2.19,7650,Red,Oval,9.18,6.43,3.86,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Good
Blue Sapphire,16755,3.52,4760,Blue,Emerald Cut,8.81,7.43,4.99,Eye Clean,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Green Sapphire,16768,8.13,2062,Green,Oval,13.99,10.76,6.28,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,16774,2.53,6630,Blue,Cushion,7.81,6.84,4.97,Eye Clean,Mixed Brilliant,Medium Intense,Madagascar,No Enhancement,Excellent
Blue Sapphire,16774,4.42,3795,Blue,Emerald Cut,10.38,8.88,5.4,Eye Clean,Emerald Cut,Vivid,Ceylon (Sri Lanka),Heated,Poor
Blue Sapphire,16779,3.29,5100,Blue,Oval,9.58,6.83,5.88,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,No Enhancement,Very Good
Blue Sapphire,16780,2.26,7425,Blue,Oval,8.95,7.18,4.18,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,16780,10.39,1615,Yellow,Emerald Cut,13.89,10.55,8.4,Very Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,16793,4.49,3740,Blue,Emerald Cut,10.6,7.4,5.65,Eye Clean,Emerald Cut,Vivid,Ceylon (Sri Lanka),Heated,Poor
Padparadscha Sapphire,16810,2.83,5940,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,10.17,8.33,4.28,Eye Clean,Mixed Brilliant,Vivid,Madagascar,No Enhancement,Excellent
Blue Sapphire,16830,4.25,3960,Blue,Cushion,9.33,8.43,6.17,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,16843,3.19,5280,Blue,Heart,8.77,9.49,5.32,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Padparadscha Sapphire,16851,3.05,5525,Padparadscha (Pinkish-Orange / Orangish-Pink),Round,9.1,9.17,4.24,Very Slightly Included,Mixed Brilliant,Medium,Madagascar,No Enhancement,Good
Blue Sapphire,16863,5.11,3300,Blue,Oval,11.1,9.16,5.73,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,16888,4.45,3795,Blue,Cushion,11.43,8.57,5.11,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Purple Sapphire,16891,5.52,3060,Purple,Cushion,9.83,8.34,6.92,Slightly Included,Mixed Brilliant,Vivid,Madagascar,No Enhancement,Good
Pink Sapphire,16921,2.93,5775,Pink,Emerald Cut,8.89,7.54,4.59,Very Slightly Included,Emerald Cut,Vivid,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,16932,8.3,2040,Blue,Cushion,12.79,10.83,6.16,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Ruby,16942,1.51,11220,Red,Heart,6.95,7.75,3.76,Eye Clean,Mixed Brilliant,Vivid,Mozambique,No Enhancement,Very Good
Purple Sapphire,16949,4.28,3960,Purple,Round,9.47,9.33,6.17,Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Very Good
Ruby,16952,2.77,6120,Purplish Red,Cushion,9.29,6.7,4.68,Very Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Fair
Blue Sapphire,16959,5.71,2970,Blue,Cushion,9.99,9.04,6.72,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Ruby,16959,1.72,9860,Red,Cushion,6.73,6.65,4.43,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Good
Blue Sapphire,16965,3.88,4372,Blue,Cushion,10.68,8.06,4.69,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Good
Ruby,16969,1.61,10540,Red,Cushion,6.58,6.52,4.23,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Very Good
Ruby,16969,1.61,10230,Red,Round,6.9,6.83,4.35,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Very Good
Blue Sapphire,16970,3.63,4675,Blue,Fancy,12.71,9.81,5.06,Eye Clean,Step Cut,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,16993,3.57,4760,Blue,Cushion,9.44,7.82,4.8,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,16995,4.12,4125,Blue,Oval,10.3,8.6,5.84,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,17031,3.97,4290,Blue,Round,8.94,8.95,6.08,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Ruby,17032,2.04,8349,Red,Oval,8.63,6.44,3.89,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,No Enhancement,Fair
Blue Sapphire,17035,7.12,2393,Blue,Cushion,12.09,10.88,5.94,Eye Clean,Mixed Brilliant,Vivid,Madagascar,Heated,Fair
Blue Sapphire,17040,4.49,3795,Blue,Radiant,9.16,8.51,5.94,Eye Clean,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,17101,10.63,1609,Yellow,Cushion,12.82,12.61,7.71,Eye Clean,Modified Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,17115,4.61,3713,Blue,Oval,11.2,8.41,6.08,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,17133,9.75,1757,Blue,Oval,13.28,9.82,8.21,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Padparadscha Sapphire,17160,4.16,4125,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,10.37,7.75,6.23,Very Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,No Enhancement,Fair
Yellow Sapphire,17167,12.24,1403,Yellowish Orange,Radiant,13.75,10.99,8.44,Eye Clean,Radiant Cut,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,17184,3.93,4373,Blue,Oval,10.86,8.15,5.03,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,17193,5.21,3300,Pink,Radiant,9.92,8.36,6.42,Very Slightly Included,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,17196,3.86,4455,Blue,Cushion,8.87,8.78,5.64,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Excellent
Pink Sapphire,17226,3.48,4950,Pink,Cushion,8.37,8.25,5.22,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,17251,6.97,2475,Blue,Marquise,16.68,8.14,6.3,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,17289,4.03,4290,Purplish Pink,Heart,9.01,10.88,5.31,Very Slightly Included,Mixed Brilliant,Intense,Madagascar,No Enhancement,Fair
Blue Sapphire,17325,5,3465,Blue,Cushion,10.26,8.93,6.22,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Ruby,17325,2.1,8250,Red,Cushion,7.69,7.63,3.8,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Ruby,17391,1.24,14025,Red,Round,6.45,6.37,3.94,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,No Enhancement,Very Good
Blue Sapphire,17447,3.11,5610,Blue,Cushion,8.34,7.21,5.56,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,17477,3.31,5280,Blue,Cushion,9.97,7.44,4.58,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Excellent
Green Sapphire,17479,4.34,4027,Green,Trillion,10.48,10.8,5.93,Slightly Included,Trillion Cut,Intense,Montana,No Enhancement,Good
Ruby,17490,2.12,8250,Red,Heart,8.06,8.09,4.36,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Good
Pink Sapphire,17498,3.03,5775,Purplish Pink,Cushion,8.42,8.34,4.33,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Excellent
Ruby,17503,2.04,8580,Red,Pear,9.45,6.54,4.38,Eye Clean,Mixed Brilliant,Vivid,Mozambique,Heated,Good
Ruby,17503,2.04,8580,Red,Oval,9.1,6.82,4.05,Slightly Included,Mixed Brilliant,Vivid,Mozambique,No Enhancement,Very Good
Blue Sapphire,17507,10.61,1650,Color Change,Radiant,13.16,10.15,7.97,Very Slightly Included,Radiant Cut,Intense,Tanzania,Heated,Fair
Green Sapphire,17556,7.6,2310,Green,Oval,13.75,10.86,6.17,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Purple Sapphire,17556,3.04,5775,Purple,Cushion,8.71,7.95,4.81,Eye Clean,Mixed Brilliant,Intense,Madagascar,No Enhancement,Very Good
Ruby,17556,1.9,9240,Red,Round,7.42,7.38,3.74,Very Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Very Good
Ruby,17572,2.13,8250,Red,Round,7.64,7.56,4.27,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Fair
Pink Sapphire,17573,3.58,4909,Pink,Oval,10.14,8.51,5.14,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Good
Ruby,17573,2.13,8250,Red,Oval,8.86,6.84,4.01,Very Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Good
Blue Sapphire,17577,4.02,4372,Blue,Cushion,9.36,8.05,5.77,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,17597,4.74,3712,Blue,Oval,10.8,8.28,5.92,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Padparadscha Sapphire,17604,4.54,3878,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,9.12,9.06,6.13,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Ruby,17643,3.29,5363,Red,Heart,9.02,9.51,5.13,Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Blue Sapphire,17652,5.45,3239,Color Change,Oval,11.47,9.48,5.67,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,17660,9.73,1815,Yellow,Oval,13.06,10.74,8.1,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,17672,3.06,5775,Blue,Round,8.9,8.86,5.12,Eye Clean,Mixed Brilliant,Vivid,Ethiopia,No Enhancement,Very Good
Padparadscha Sapphire,17672,3.06,5775,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,9.89,8.22,4.49,Very Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,Heated,Good
Ruby,17672,2.04,8663,Red,Cushion,8.7,7.34,4.45,Eye Clean,Mixed Brilliant,Vivid,Mozambique,No Enhancement,Fair
Blue Sapphire,17700,6.13,2887,Blue,Oval,12.73,9.43,6.13,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,17704,3.7,4785,Pink,Cushion,10.17,8.18,4.42,Eye Clean,Mixed Brilliant,Vivid,Madagascar,Heated,Very Good
Pink Sapphire,17721,3.58,4950,Purplish Pink,Cushion,9.99,8.43,5.06,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Purple Sapphire,17729,3.07,5775,Purple,Cushion,8.51,8.22,4.42,Eye Clean,Mixed Brilliant,Intense,Madagascar,No Enhancement,Very Good
Blue Sapphire,17746,7.17,2475,Blue,Emerald Cut,11.35,8.99,6.55,Eye Clean,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,17749,3.69,4810,Purplish Pink,Round,8.75,8.69,5.95,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Very Good
Blue Sapphire,17751,3.26,5445,Blue,Radiant,9.53,7.26,4.92,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Excellent
Blue Sapphire,17751,3.26,5445,Blue,Cushion,9.79,7.66,4.75,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,17752,4.06,4372,Blue,Cushion,10.34,7.57,5.44,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,17783,4.79,3713,Blue,Oval,10.63,8.12,6.11,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,17796,4.07,4372,Blue,Cushion,10.22,7.7,4.99,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,17810,7.71,2310,Blue,Emerald Cut,12.11,11.08,6.1,Eye Clean,Emerald Cut,Medium Light,Ceylon (Sri Lanka),Heated,Good
Padparadscha Sapphire,17820,2.16,8250,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,9.32,7.37,3.68,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,17845,3.09,5775,Blue,Cushion,8.88,7.29,5.02,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Purple Sapphire,17845,3.09,5775,Purple,Round,8.1,8.03,5.7,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,17865,8.02,2228,Blue,Cushion,12.56,10.62,5.95,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Ruby,17870,2.92,6120,Purplish Red,Cushion,8.26,7.33,4.7,Eye Clean,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Fair
Ruby,17879,1.72,10395,Red,Round,7.61,7.54,3.61,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Excellent
Yellow Sapphire,17882,8.67,2063,Yellow,Asscher - Octagon,11.4,11.22,6.45,Eye Clean,Asscher,Vivid,Ceylon (Sri Lanka),Heated,Fair
Ruby,17927,2.55,7030,Red,Oval,10,7.07,3.91,Very Slightly Included,Modified Brilliant,Intense,Madagascar,Heated,Good
Yellow Sapphire,17936,10.87,1650,Yellow,Oval,15.97,12.8,6.45,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Padparadscha Sapphire,17960,3.11,5775,Padparadscha (Pinkish-Orange / Orangish-Pink),Oval,10.09,7.47,4.81,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,17969,3.63,4950,Purplish Pink,Cushion,8.7,7.38,5.91,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,Heated,Very Good
Blue Sapphire,18018,4.55,3960,Blue,Round,9.84,9.77,5.96,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,18018,3.64,4950,Pink,Oval,11.1,8.5,4.45,Very Slightly Included,Mixed Brilliant,Vivid,Madagascar,No Enhancement,Good
Padparadscha Sapphire,18022,2.57,7012,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,8.49,7.58,4.13,Eye Clean,Mixed Brilliant,Intense,Madagascar,No Enhancement,Good
Blue Sapphire,18023,4.45,4050,Blue,Oval,10.1,8.23,6.15,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,18030,12.02,1500,Yellow,Emerald Cut,13.19,11.18,6.96,Very Slightly Included,Emerald Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,18042,11.51,1568,Yellow,Round,12.81,12.54,8.62,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,18105,3.85,4703,Blue,Round,9.41,9.3,6.03,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,18163,3.44,5280,Blue,Cushion,7.91,7.81,6,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Excellent
Ruby,18180,2.02,9000,Red,Cushion,7,6.35,4.79,Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),Heated,Good
Blue Sapphire,18183,5.8,3135,Blue,Emerald Cut,11.61,9.44,5.53,Very Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,18186,5.01,3630,Blue,Emerald Cut,9.85,8.57,5.51,Very Slightly Included,Emerald Cut,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,18191,3.15,5775,Bluish Purple,Round,9.15,9.14,5.09,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Very Good
Purple Sapphire,18214,6.69,2723,Purple,Oval,12.15,9.23,6.83,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Ruby,18238,2.03,8984,Red,Emerald Cut,8.85,5.43,3.85,Very Slightly Included,Step Cut,Vivid,Mozambique,No Enhancement,Good
